created,topic,assessment_id,topic_id,akb_url,chars
2023-01-18,CVE-2023-22952,754d277f-1f12-4198-a898-412db934213d,3236e8d5-3a5f-4a70-9701-f945ae2f7b4c,https://attackerkb.com/topics/3236e8d5-3a5f-4a70-9701-f945ae2f7b4c,11709
2023-02-03,CVE-2022-31706,46db7c85-d08f-4d0f-8b28-f4d08dfcc844,ed7e09ce-3641-4c2d-9509-6480cdcf7725,https://attackerkb.com/topics/ed7e09ce-3641-4c2d-9509-6480cdcf7725,8718
2023-03-13,CVE-2020-28871,6d9e84c9-fe56-4038-96f7-403e4774eea6,d03ce7bc-077b-48c8-afb3-2d53e41ea8cd,https://attackerkb.com/topics/d03ce7bc-077b-48c8-afb3-2d53e41ea8cd,2480
2023-03-21,CVE-2019-7276,ae94261c-5f18-4768-baef-0af2eeb82f42,8bbee855-0abb-41d0-a53b-62d0a13ada7c,https://attackerkb.com/topics/8bbee855-0abb-41d0-a53b-62d0a13ada7c,10610
2023-04-14,Zyxel router chained RCE using LFI and Weak Password Derivation Algorithm (No CVE),fbe6c66d-9f1e-45c0-b1bf-34ed01017ea3,f567cbf9-5873-48f3-a01f-dd1a0d02eb9f,https://attackerkb.com/topics/f567cbf9-5873-48f3-a01f-dd1a0d02eb9f,12733
2023-04-28,CVE-2023-28770,43f09561-d1e5-44af-938d-e4bce0ba2d4c,f49ec6a8-353c-46eb-8560-1c584a797859,https://attackerkb.com/topics/f49ec6a8-353c-46eb-8560-1c584a797859,12733
2023-05-21,CVE-2014-6271,ee3ca521-eef2-4a50-a88e-0581133c7502,5200081c-5c1d-47c7-88a9-89c269e0482e,https://attackerkb.com/topics/5200081c-5c1d-47c7-88a9-89c269e0482e,8519
2023-06-05,CVE-2020-35665,5467482f-aef5-4af1-8712-c406e9977821,8cef2eb7-4c6a-4150-8476-e8832f06341f,https://attackerkb.com/topics/8cef2eb7-4c6a-4150-8476-e8832f06341f,2857
2023-06-06,CVE-2021-45837,a73eb5aa-113a-4d7f-aa6d-a55a018bf997,619c4947-1add-4eb8-bea5-40929cc9712e,https://attackerkb.com/topics/619c4947-1add-4eb8-bea5-40929cc9712e,3422
2023-06-10,CVE-2022-24990,ad164293-135a-4374-ac59-60c92721cd34,9b7e4fcc-3b9b-481f-956a-da0ac9fee5cf,https://attackerkb.com/topics/9b7e4fcc-3b9b-481f-956a-da0ac9fee5cf,2984
2023-06-27,CVE-2023-2068,865455eb-b276-4083-af20-bf1f5bca30b3,b6270e94-5aab-4f58-95d6-039a37b6bfbf,https://attackerkb.com/topics/b6270e94-5aab-4f58-95d6-039a37b6bfbf,12260
2023-07-09,CVE-2023-32315,f4676529-48bd-4e9e-bd31-df8c95d1413a,396fc30b-c817-4c58-8c47-a6ae2ab7c919,https://attackerkb.com/topics/396fc30b-c817-4c58-8c47-a6ae2ab7c919,4250
2023-07-28,CVE-2023-34960,ac7d36f8-513a-432d-bde3-26f776a303af,e396119b-020d-43b0-8040-4fe5b5cf8309,https://attackerkb.com/topics/e396119b-020d-43b0-8040-4fe5b5cf8309,12267
2023-08-23,CVE-2023-23333,d77beaa8-057b-4636-a016-73bcdf06f18c,ca375b44-1afe-4d1e-8a39-93a91c4e7a00,https://attackerkb.com/topics/ca375b44-1afe-4d1e-8a39-93a91c4e7a00,5756
2023-09-13,CVE-2023-30013,80bfc68e-c31d-4f04-aa5e-cb72f19f8b11,824ae6df-15f6-45f9-9219-efda6c397d6a,https://attackerkb.com/topics/824ae6df-15f6-45f9-9219-efda6c397d6a,16440
2023-10-16,CVE-2023-33625,317dd869-426b-4117-8e0e-502989470b9c,46a6ba54-af93-4e2f-9113-6f7086693de3,https://attackerkb.com/topics/46a6ba54-af93-4e2f-9113-6f7086693de3,10378
2023-10-24,CVE-2023-30258,0edd3920-b415-4b8b-a65c-d01384b5c581,cd97b58f-ff67-4fce-8e38-75b53136db49,https://attackerkb.com/topics/cd97b58f-ff67-4fce-8e38-75b53136db49,8264
2023-12-16,CVE-2023-41892,80fbfcd6-7447-4b85-8fd8-05deb060d9d0,395c0590-27b9-4843-9c01-5e38ef804d83,https://attackerkb.com/topics/395c0590-27b9-4843-9c01-5e38ef804d83,8956
2024-01-03,CVE-2023-50445,c7795d26-0464-417f-88e9-64268a6d10c0,6acfcec1-44c3-4fb8-a06a-f0d4318acada,https://attackerkb.com/topics/6acfcec1-44c3-4fb8-a06a-f0d4318acada,14393
2024-01-03,CVE-2023-50919,ae4e1e4a-8775-4d8d-adc9-bcf6e9546117,fc6796a8-370e-42d3-82f5-59fd16d3c43f,https://attackerkb.com/topics/fc6796a8-370e-42d3-82f5-59fd16d3c43f,8295
2024-01-20,CVE-2023-52251,dd3eeaea-d0af-4baa-a093-51ccbbf54678,a2b77e3d-0f1b-4f9f-a8a7-1afaf4e18627,https://attackerkb.com/topics/a2b77e3d-0f1b-4f9f-a8a7-1afaf4e18627,6989
2024-03-03,CVE-2022-26318,dca1d0dc-daa6-452b-90a2-292308a1405d,d265a6af-eda4-4520-b172-48fafc47ed10,https://attackerkb.com/topics/d265a6af-eda4-4520-b172-48fafc47ed10,7588
2024-03-07,CVE-2022-31791,514c3424-a21c-429d-999f-b5d46b0e3762,3379873d-095b-4ed3-a25e-de359b7e91d6,https://attackerkb.com/topics/3379873d-095b-4ed3-a25e-de359b7e91d6,10386
2024-03-15,CVE-2024-2054,e73cbea0-774c-46e7-bf40-d0a988c026f6,8f550e9a-af4e-4545-ab8f-7a3999e6cad9,https://attackerkb.com/topics/8f550e9a-af4e-4545-ab8f-7a3999e6cad9,8319
2024-03-24,CVE-2024-23759,eb1a9fc0-e1ae-4953-88b8-541a251a0263,803d6874-303c-4fc6-b8f2-0ef4a5e56f34,https://attackerkb.com/topics/803d6874-303c-4fc6-b8f2-0ef4a5e56f34,8412
2024-03-30,CVE-2024-24725,51ea97f1-d279-45df-9b7a-b2fad2252273,4d2ce3f2-3413-4a25-bc22-ef382fe207e6,https://attackerkb.com/topics/4d2ce3f2-3413-4a25-bc22-ef382fe207e6,32151
2024-05-19,CVE-2024-22729,1671c0a1-d996-4224-8034-3782acdb3bad,1f9a291a-bc41-476c-9b62-e4aa59048a20,https://attackerkb.com/topics/1f9a291a-bc41-476c-9b62-e4aa59048a20,13040
2024-07-02,CVE-2013-3632,9e0899a6-dbbb-4874-9f0e-bff88432ea37,66f82f50-dcf3-4c3b-9e7b-53ce2e3f0734,https://attackerkb.com/topics/66f82f50-dcf3-4c3b-9e7b-53ce2e3f0734,2775
2024-07-10,CVE-2024-36401,becffd24-1aa0-4f40-8adb-2427538a6c7a,07d4c04a-4046-4816-95eb-f601920d4fbb,https://attackerkb.com/topics/07d4c04a-4046-4816-95eb-f601920d4fbb,3729
2024-07-28,CVE-2024-28255,3d5a0aa2-46be-42a3-acbf-2a3164d5da08,e3471eb5-45b4-4448-a04e-12fffaddcf95,https://attackerkb.com/topics/e3471eb5-45b4-4448-a04e-12fffaddcf95,6195
2024-09-15,CVE-2023-45249,11c1c3e7-7035-4201-85d8-100b3c567e5b,25d0b693-7b42-43c3-a0fa-32e0d22a856d,https://attackerkb.com/topics/25d0b693-7b42-43c3-a0fa-32e0d22a856d,19272
2024-10-23,CVE-2022-30995,5b2f7148-394b-4035-8e70-f9d3d6eb0737,4d67b371-755a-4c13-bba8-482046a7325a,https://attackerkb.com/topics/4d67b371-755a-4c13-bba8-482046a7325a,10281
2024-10-23,CVE-2022-3405,d1b91dad-cf7b-440a-bcec-69d9332d95ff,7138b7bb-553e-4d5b-8297-ee5eeb3f3323,https://attackerkb.com/topics/7138b7bb-553e-4d5b-8297-ee5eeb3f3323,21847
2024-12-14,CVE-2024-11320,935658a6-2af0-4357-af6d-1f939a42cc94,74649e45-8374-48a3-bbc3-ded047169314,https://attackerkb.com/topics/74649e45-8374-48a3-bbc3-ded047169314,21
2025-01-07,CVE-2024-48455,a46c9420-553b-4d8f-abeb-a852a1052d64,bd6c355d-22b7-481b-99ed-0f3d791250b0,https://attackerkb.com/topics/bd6c355d-22b7-481b-99ed-0f3d791250b0,5279
2025-01-07,CVE-2024-48456,d6c45973-3c8f-41c6-992f-a276f3a579fe,ed52e3d1-7914-4638-9527-998003c581dd,https://attackerkb.com/topics/ed52e3d1-7914-4638-9527-998003c581dd,13121
2025-01-07,CVE-2024-48457,8d380611-c7f7-4cff-92e3-8bd1113560c9,fe336812-192a-4f71-8c5c-d519ad9abe38,https://attackerkb.com/topics/fe336812-192a-4f71-8c5c-d519ad9abe38,3791
2025-01-28,CVE-2024-24578,be4bcbb2-499b-40df-85ed-92de2fbec245,d9512a2d-615c-4b18-8789-7653a75ba1fc,https://attackerkb.com/topics/d9512a2d-615c-4b18-8789-7653a75ba1fc,8140
2025-03-05,CVE-2024-55556,3635027c-977c-4cda-a659-857dbf2df5dc,71bae21b-2f79-42ff-9721-ceafe4156a05,https://attackerkb.com/topics/71bae21b-2f79-42ff-9721-ceafe4156a05,2052
2025-03-07,CVE-2024-55555,bed328ac-6982-4a75-95f5-170ff0ea894d,a1bc00f7-b7b1-43a5-9cac-60a019a2bf6a,https://attackerkb.com/topics/a1bc00f7-b7b1-43a5-9cac-60a019a2bf6a,1883
2025-03-18,CVE-2024-12992,047449bc-986d-481f-a8b3-c2b3b8d579d6,427138b5-9e31-47bf-8f8b-e3262f215ba9,https://attackerkb.com/topics/427138b5-9e31-47bf-8f8b-e3262f215ba9,3317
2025-03-18,CVE-2024-12971,bc5c36bb-8560-42e1-b19f-aa247fdb3d8a,4470b165-db59-4623-ae0b-54c5f52891f4,https://attackerkb.com/topics/4470b165-db59-4623-ae0b-54c5f52891f4,4169
2025-04-18,CVE-2025-32433,697e0085-6e15-4860-8967-de67ec8f0cfa,6d4d9987-04e3-4e5b-9189-f706e198433c,https://attackerkb.com/topics/6d4d9987-04e3-4e5b-9189-f706e198433c,21
2025-05-02,CVE-2025-30406,25edbe02-53c3-4f7b-9993-e57282580766,a7c17704-cbf5-45ed-becc-f43c744d7b80,https://attackerkb.com/topics/a7c17704-cbf5-45ed-becc-f43c744d7b80,8938
2025-06-18,CVE-2025-4653,5b2df46c-e99c-4e86-8fe9-22b639c85a47,5fe8719b-fab2-4e7d-a774-2d4adc2707bf,https://attackerkb.com/topics/5fe8719b-fab2-4e7d-a774-2d4adc2707bf,5554
2025-07-16,CVE-2025-24016,ad9a16ce-02eb-46bd-8af0-810025ee5ca2,bc41d5ec-931d-48f9-a0bb-ae6778320257,https://attackerkb.com/topics/bc41d5ec-931d-48f9-a0bb-ae6778320257,5578
2025-08-12,CVE-2025-4678,cbac9f7f-798e-424f-a010-48ceada60ff7,12fe5f78-a26b-486f-afce-0da60fce3f04,https://attackerkb.com/topics/12fe5f78-a26b-486f-afce-0da60fce3f04,3579
2025-11-02,CVE-2025-5946,3ae5b43c-a33d-47c0-b4f3-07ae353c1609,314b2008-6ced-4b35-92f4-0aea4f61c0d8,https://attackerkb.com/topics/314b2008-6ced-4b35-92f4-0aea4f61c0d8,4430
2026-03-13,CVE-2026-28209,5e8bfd10-1655-4345-80fc-860ce607acdc,87382256-0e88-45e1-a1e6-b1b5f71131f2,https://attackerkb.com/topics/87382256-0e88-45e1-a1e6-b1b5f71131f2,3882
2026-03-14,CVE-2026-28287,5d0cad49-e4f2-4ff2-801f-9cc7bc18947d,a3b72187-dd28-4737-85a1-942294d2b393,https://attackerkb.com/topics/a3b72187-dd28-4737-85a1-942294d2b393,4259
2026-05-24,CVE-2026-26978,4f2b440a-3883-4b8f-99b5-f75a08d80195,a6435e5e-b237-42a9-b9b7-7b6f39931d37,https://attackerkb.com/topics/a6435e5e-b237-42a9-b9b7-7b6f39931d37,2902
2026-06-07,CVE-2026-41679,1ff7fe81-9ca7-4362-97cc-9d14c9ed26c9,1d097d3e-6343-4d38-89b2-4ba6632f578a,https://attackerkb.com/topics/1d097d3e-6343-4d38-89b2-4ba6632f578a,1356
2026-06-17,CVE-2025-5965,8a1c104a-8938-471c-815c-3d239334b434,aac8a9fa-6d05-4a9e-a388-63b1a6e67302,https://attackerkb.com/topics/aac8a9fa-6d05-4a9e-a388-63b1a6e67302,8034
